customer_id,group,revenue_pre_w1,revenue_pre_w2,revenue_pre_w3,revenue_post,engagement_score_pre_w1,engagement_score_pre_w2,engagement_score_pre_w3,engagement_score_post,support_tickets_pre_w1,support_tickets_pre_w2,support_tickets_pre_w3,support_tickets_post,customer_churned,new_customer,region,device_type
CUST_006633,Treatment,0.09,12.93,9.01,8.81,39.33,32.41,55.49,49.26,7.88,4.96,5.11,3.04,0,1,North,Desktop
CUST_008633,Treatment,57.83,54.47,49.78,47.44,46.71,39.3,54.13,52.42,1.08,2.42,1.85,0.23,0,0,North,Desktop
CUST_005860,Treatment,22.17,26.52,24.07,15.71,64.21,56.93,54.91,56.09,4.35,2.64,3.29,0.69,0,0,West,Tablet
CUST_000869,Control,15.54,11.95,13.13,6.36,45.22,48.36,65.31,60.63,4.47,6.11,3.06,4.46,0,0,East,Desktop
CUST_006924,Treatment,79.62,91.7,95.38,98.83,55.7,36.5,55.29,57.77,4.1,2.28,2.66,2.56,0,0,North,Desktop
CUST_006015,Treatment,23.02,0.67,14.72,31.17,38.82,56.77,39.71,41.77,3.77,6.37,3.5,2.78,0,0,North,Desktop
CUST_009361,Treatment,85.49,75.01,68.74,81.82,51.28,52.05,68.2,67.5,2.17,1.46,0.0,0.0,0,1,South,Desktop
CUST_004431,Control,25.7,36.38,42.39,43.75,45.24,46.5,47.54,49.48,1.43,2.8,3.24,1.5,1,1,West,Mobile
CUST_002191,Control,15.99,29.93,43.89,20.45,45.19,49.84,32.02,32.73,2.69,7.97,6.14,5.34,0,0,East,Desktop
CUST_003613,Control,17.67,31.91,29.26,15.56,35.24,23.78,58.47,53.91,5.4,3.94,2.58,0.65,0,0,North,Desktop
CUST_001398,Control,14.79,19.94,14.63,32.03,52.87,27.2,54.75,47.44,5.21,5.82,3.08,4.93,0,0,North,Desktop
CUST_000006,Control,57.77,67.21,60.24,66.56,50.08,56.61,33.99,25.08,1.87,5.02,1.98,2.54,0,0,South,Mobile
CUST_000954,Control,93.35,92.2,79.12,98.38,41.0,41.56,52.32,56.69,4.86,1.02,1.86,0.0,0,0,South,Mobile
CUST_001200,Control,0.0,10.95,20.26,24.14,38.97,43.3,47.92,45.79,3.92,5.26,3.41,5.34,1,0,East,Desktop
CUST_006583,Treatment,64.74,75.63,53.09,82.71,40.85,51.74,56.29,55.81,5.66,3.54,2.26,5.64,0,0,South,Desktop
CUST_004152,Control,13.39,14.76,30.86,23.87,46.44,34.68,48.23,40.55,0.0,0.53,0.0,0.0,0,0,West,Desktop
CUST_009342,Treatment,132.57,120.75,112.93,141.95,56.73,42.76,50.73,51.71,1.52,4.74,2.7,4.45,0,0,West,Mobile
CUST_000505,Control,1.55,5.09,17.34,16.82,50.83,57.99,48.2,48.03,4.2,1.91,2.22,2.83,0,0,West,Desktop
CUST_000792,Control,44.04,55.09,55.17,61.92,46.45,46.38,62.58,61.18,5.41,2.13,5.93,3.5,0,0,North,Tablet
CUST_008874,Treatment,0.0,11.81,0.0,4.18,45.84,54.79,58.41,68.85,1.06,1.99,2.83,0.0,0,0,South,Desktop
CUST_005913,Treatment,21.6,27.18,15.76,23.51,33.12,52.49,72.66,67.0,8.7,7.63,7.8,4.49,0,0,South,Mobile
CUST_005219,Treatment,9.7,18.65,3.66,7.17,42.56,63.53,64.21,80.03,4.98,0.25,1.24,2.61,1,1,East,Desktop
CUST_001516,Control,12.77,8.84,6.52,0.85,48.93,43.16,32.67,28.35,4.67,5.54,3.37,4.26,1,1,West,Mobile
CUST_007804,Treatment,14.41,28.45,16.97,0.0,40.76,57.9,45.65,47.47,6.47,5.71,3.25,0.56,0,0,South,Desktop
CUST_000086,Control,0.0,10.55,15.31,0.0,40.84,50.12,48.7,48.89,3.42,0.0,0.02,0.0,1,0,East,Desktop
CUST_005420,Treatment,108.52,115.51,119.95,139.93,67.47,52.62,45.65,56.32,1.79,2.25,2.4,2.61,1,0,East,Mobile
CUST_002704,Control,103.86,102.53,109.94,103.45,62.22,58.64,57.2,53.2,3.31,5.43,1.74,3.94,0,1,South,Desktop
CUST_004278,Control,10.94,11.45,25.4,6.07,36.04,52.3,43.87,49.18,2.06,3.61,5.4,0.33,0,0,West,Desktop
CUST_001431,Control,16.39,31.53,0.0,3.29,63.91,57.85,48.64,53.89,2.07,3.92,4.31,3.36,0,0,East,Mobile
CUST_004604,Control,47.85,23.88,34.39,33.77,51.37,66.59,43.0,45.41,8.04,7.1,9.24,7.41,0,0,South,Mobile
CUST_004412,Control,13.77,12.84,14.25,27.72,43.23,52.59,42.03,37.07,5.29,5.8,6.5,3.74,0,1,South,Mobile
CUST_007831,Treatment,63.5,58.82,83.02,54.98,55.75,60.49,40.36,42.92,0.11,0.0,0.0,0.0,0,1,East,Mobile
CUST_002220,Control,35.85,47.58,47.74,49.12,36.14,35.03,59.38,63.27,4.2,4.02,3.11,1.18,0,0,West,Mobile
CUST_007158,Treatment,131.34,144.07,138.29,154.84,65.4,60.98,47.31,52.31,4.44,5.44,5.29,5.04,1,0,East,Mobile
CUST_006378,Treatment,143.89,135.98,144.9,157.12,58.7,50.11,51.77,51.65,4.37,5.87,4.36,5.06,0,0,East,Desktop
CUST_007304,Treatment,34.93,26.73,24.6,35.79,54.45,69.39,58.32,58.97,6.45,4.0,4.66,8.44,0,0,West,Desktop
CUST_006707,Treatment,93.65,106.76,92.17,124.7,50.66,51.47,42.67,36.72,4.05,2.46,2.75,1.66,0,0,West,Desktop
CUST_008641,Treatment,77.8,78.43,92.76,94.23,39.73,50.38,49.3,52.1,3.62,1.19,2.09,1.22,0,1,West,Mobile
CUST_000509,Control,104.85,104.26,115.03,120.72,28.89,54.74,38.73,41.48,1.96,3.89,4.41,5.07,0,0,South,Mobile
CUST_003506,Control,11.34,0.0,20.6,14.13,56.48,34.09,43.87,37.83,1.56,2.76,4.25,2.39,0,0,North,Desktop
CUST_006714,Treatment,27.05,18.54,25.69,0.0,47.0,36.45,52.96,54.52,0.42,2.97,2.13,3.66,0,0,South,Tablet
CUST_000458,Control,19.68,51.47,35.49,43.26,51.58,53.1,56.5,63.71,2.03,5.36,2.14,5.06,1,0,West,Tablet
CUST_007640,Treatment,12.01,23.77,23.23,39.73,46.29,57.52,48.3,49.28,2.56,3.24,4.73,1.02,0,1,South,Mobile
CUST_002701,Control,22.71,24.23,19.45,29.91,55.98,56.55,39.95,46.77,0.0,0.0,2.63,4.33,0,0,South,Desktop
CUST_002465,Control,169.92,170.4,211.78,182.81,70.79,52.23,62.28,62.63,0.27,2.82,0.62,4.65,0,1,East,Desktop
CUST_009775,Treatment,13.9,32.37,9.17,13.69,50.65,55.15,46.52,49.93,2.98,3.04,4.86,1.96,0,0,West,Mobile
CUST_001750,Control,15.3,14.01,24.08,32.98,61.56,54.88,58.84,56.01,3.91,1.6,0.15,0.7,0,0,South,Desktop
CUST_002637,Control,94.69,78.17,91.65,92.13,43.84,49.63,57.31,57.76,4.11,0.0,1.46,0.0,0,0,South,Desktop
CUST_005481,Treatment,29.4,13.21,10.83,36.34,62.75,34.62,42.7,48.74,0.0,0.0,2.12,0.0,0,0,West,Desktop
CUST_006283,Treatment,37.11,51.87,52.51,37.27,42.09,50.69,54.74,54.75,5.45,5.62,3.5,3.03,0,1,West,Mobile
CUST_003523,Control,132.01,129.24,108.84,151.7,43.4,32.47,61.76,64.55,1.67,4.09,5.54,2.33,1,0,North,Desktop
CUST_002382,Control,30.63,35.36,26.42,25.15,77.17,59.4,48.65,45.36,6.48,5.04,6.18,1.77,1,0,West,Desktop
CUST_008498,Treatment,74.21,80.76,75.97,92.82,46.08,44.61,55.52,50.7,3.76,0.62,1.63,1.41,0,0,North,Desktop
CUST_007099,Treatment,32.8,37.45,24.27,15.53,66.62,59.76,50.72,41.74,4.59,5.82,3.37,6.88,0,0,East,Desktop
CUST_008333,Treatment,5.66,3.99,28.65,12.75,48.51,22.4,41.72,44.98,4.75,3.97,2.83,1.1,0,0,South,Mobile
CUST_006634,Treatment,134.89,135.53,138.12,153.49,39.5,53.89,55.0,58.72,0.47,3.58,3.94,3.61,0,0,South,Desktop
CUST_000139,Control,30.23,47.8,49.59,41.17,53.63,36.67,41.31,44.07,6.02,4.77,3.59,2.45,1,0,North,Mobile
CUST_008848,Treatment,37.9,41.39,47.27,51.17,46.67,45.92,57.65,56.41,3.3,0.51,1.79,0.83,0,0,North,Desktop
CUST_005952,Treatment,108.87,127.64,116.84,148.12,52.03,62.57,44.11,40.16,4.65,2.18,4.66,4.49,0,0,East,Mobile
CUST_006939,Treatment,25.96,38.83,37.22,43.46,39.47,44.31,43.74,47.94,1.63,0.26,2.04,1.25,0,0,West,Mobile
CUST_007520,Treatment,20.78,34.7,42.57,27.45,57.29,54.08,50.9,50.24,4.79,7.02,6.02,2.0,0,0,West,Mobile
CUST_005419,Treatment,122.95,130.01,148.49,141.24,63.14,49.15,44.63,45.7,2.27,2.14,2.45,2.43,0,0,North,Desktop
CUST_006755,Treatment,10.38,14.57,34.92,20.69,61.44,50.77,53.94,47.49,4.86,4.34,4.92,3.0,0,0,East,Tablet
CUST_003231,Control,190.65,206.1,202.0,222.94,52.44,53.44,46.22,49.63,1.03,0.0,1.83,1.62,0,1,North,Mobile
CUST_005670,Treatment,14.73,19.99,16.51,19.85,58.57,51.15,48.46,52.29,5.93,6.58,3.45,3.28,0,0,East,Mobile
CUST_005398,Treatment,0.0,14.54,15.71,2.09,55.11,44.42,65.2,66.7,2.62,3.36,1.78,5.67,0,0,East,Mobile
CUST_000684,Control,21.26,17.16,20.19,16.26,58.44,57.44,40.72,38.21,4.41,4.42,2.27,0.0,0,0,South,Mobile
CUST_000957,Control,10.26,10.95,0.0,1.32,61.65,48.47,49.3,52.27,4.78,3.59,2.65,3.38,0,0,South,Desktop
CUST_009140,Treatment,17.07,0.0,0.0,16.17,50.88,58.06,56.13,57.69,0.52,2.11,0.54,1.71,0,0,South,Desktop
CUST_005730,Treatment,191.82,197.01,191.02,237.9,64.15,51.51,56.88,49.05,2.72,1.61,1.17,5.1,0,0,South,Mobile
CUST_004595,Control,66.28,92.28,98.4,95.77,48.24,63.69,44.59,41.49,6.18,6.83,3.63,6.46,0,1,West,Desktop
CUST_000690,Control,20.61,25.0,32.27,26.16,61.83,29.91,54.21,50.12,7.9,6.29,6.8,4.2,1,0,East,Desktop
CUST_000370,Control,34.98,43.2,47.25,43.93,33.29,58.1,47.92,47.43,0.0,1.71,0.0,0.0,0,0,North,Desktop
CUST_006231,Treatment,36.25,38.49,52.16,48.78,40.23,46.41,45.12,50.85,1.28,0.34,0.0,1.93,1,1,South,Mobile
CUST_000079,Control,33.58,51.63,38.81,33.83,57.06,32.64,52.44,51.97,4.93,4.26,3.14,3.33,1,1,East,Desktop
CUST_009015,Treatment,59.25,45.83,56.75,59.04,50.29,53.09,46.41,46.32,4.64,3.47,4.1,1.09,0,0,East,Mobile
CUST_006030,Treatment,34.04,20.66,27.78,47.7,44.66,35.82,51.42,45.3,7.43,6.51,5.57,3.41,0,1,East,Mobile
CUST_007609,Treatment,60.11,69.4,76.83,88.22,41.41,42.25,60.77,62.64,1.15,2.53,0.41,1.87,0,0,East,Desktop
CUST_002551,Control,107.99,110.17,123.43,128.19,46.96,49.07,39.58,41.57,3.17,1.03,5.04,3.45,0,0,North,Mobile
CUST_004615,Control,214.71,217.33,252.27,247.74,35.93,45.31,45.89,42.06,4.1,4.64,2.06,2.88,0,0,North,Desktop
CUST_007360,Treatment,133.17,145.97,138.67,148.83,43.45,40.43,46.48,43.92,4.58,4.32,3.59,1.92,1,0,North,Desktop
CUST_009410,Treatment,121.75,120.68,130.31,144.18,52.29,66.06,44.81,42.37,2.89,3.15,3.36,2.25,0,0,North,Desktop
CUST_006061,Treatment,2.55,0.0,22.3,7.09,52.57,45.23,55.03,57.46,4.73,4.64,5.33,5.76,0,1,South,Desktop
CUST_009345,Treatment,37.57,39.08,25.31,29.55,58.95,62.9,46.04,47.4,1.51,1.16,1.6,3.07,0,0,South,Mobile
CUST_007638,Treatment,66.11,73.07,57.34,67.43,42.28,52.49,56.41,51.56,4.77,4.53,2.32,3.32,0,0,South,Desktop
CUST_001306,Control,47.74,47.57,63.61,73.02,60.17,45.23,46.61,47.08,4.06,1.48,1.96,3.81,0,0,West,Mobile
CUST_003010,Control,0.0,10.06,3.34,20.56,62.54,41.94,46.37,45.03,5.25,4.16,1.53,1.69,0,0,South,Desktop
CUST_007653,Treatment,131.92,125.33,140.14,146.82,52.41,42.43,43.23,38.5,7.34,7.24,4.03,6.67,0,1,West,Mobile
CUST_006199,Treatment,9.86,16.42,31.85,21.02,55.05,53.88,49.77,44.89,3.63,4.96,1.63,2.77,0,1,South,Mobile
CUST_008606,Treatment,92.51,95.81,94.1,110.98,63.68,37.08,57.6,56.59,2.96,3.9,5.47,4.39,0,1,South,Mobile
CUST_003083,Control,23.38,18.15,24.09,25.06,56.17,33.44,39.14,35.95,3.89,3.75,2.75,2.02,1,0,East,Desktop
CUST_005034,Treatment,43.65,12.09,19.02,21.6,57.83,40.57,59.65,69.71,6.84,3.15,7.08,5.78,0,0,North,Desktop
CUST_002420,Control,8.97,2.82,5.83,13.03,40.67,19.25,42.32,48.05,5.24,6.96,5.57,4.51,0,0,West,Desktop
CUST_001342,Control,56.91,37.66,54.78,54.78,61.52,45.14,45.7,42.65,4.51,2.96,0.3,3.75,0,0,North,Mobile
CUST_004398,Control,97.02,91.31,96.03,105.24,44.24,57.94,42.13,39.82,6.26,2.29,3.83,2.61,0,0,South,Desktop
CUST_004383,Control,23.04,9.1,21.95,14.28,56.17,38.95,52.11,41.95,9.38,7.04,4.48,6.9,0,0,West,Desktop
CUST_000384,Control,406.53,424.63,439.0,467.87,65.65,31.7,51.03,45.31,5.65,3.72,5.16,5.24,0,0,East,Desktop
CUST_007163,Treatment,38.03,30.0,39.37,28.07,55.51,48.17,51.88,56.38,4.24,0.18,2.61,4.54,1,1,North,Mobile
CUST_009991,Treatment,122.2,127.08,127.37,154.05,39.54,52.72,72.89,68.16,2.4,2.19,2.52,3.66,0,0,North,Desktop
CUST_004965,Control,53.7,65.5,66.94,51.28,59.27,21.76,45.9,49.91,4.25,5.63,5.75,4.2,0,0,South,Desktop
CUST_007363,Treatment,106.09,108.16,114.42,134.25,47.41,49.33,38.68,36.93,5.34,0.0,5.67,2.41,0,0,East,Desktop
CUST_003802,Control,40.56,29.79,43.03,32.39,59.19,45.95,57.15,55.84,0.0,0.0,0.0,2.02,0,0,East,Mobile
CUST_006526,Treatment,80.77,73.99,64.47,80.35,52.61,39.51,49.38,55.31,2.62,4.36,3.88,4.87,0,0,South,Mobile
CUST_006850,Treatment,49.3,58.03,45.06,43.33,62.85,45.91,50.04,48.75,6.19,6.01,3.39,5.59,0,1,South,Desktop
CUST_002594,Control,29.04,20.72,13.6,16.6,37.57,50.12,62.36,66.78,1.09,2.84,5.01,1.83,0,1,East,Desktop
CUST_001577,Control,16.22,20.53,27.04,22.27,43.31,57.09,30.08,36.69,2.42,2.09,1.88,1.78,0,0,West,Mobile
CUST_008068,Treatment,110.97,117.3,136.67,133.77,44.35,32.98,51.97,50.85,3.6,2.39,3.0,3.04,0,0,West,Desktop
CUST_005781,Treatment,64.39,95.64,80.66,105.74,44.55,40.32,49.46,44.57,7.28,4.15,2.02,2.74,1,0,South,Mobile
CUST_007859,Treatment,25.61,36.22,12.21,32.04,54.2,63.79,44.61,46.8,5.89,4.19,3.04,3.41,0,0,South,Mobile
CUST_006546,Treatment,151.37,158.51,180.98,182.78,47.82,53.8,73.24,75.68,2.86,1.81,3.27,1.63,0,0,East,Mobile
CUST_008811,Treatment,232.25,240.52,253.71,277.93,48.84,42.35,48.47,43.99,0.7,0.0,2.9,2.14,0,0,West,Desktop
CUST_003930,Control,48.85,53.07,62.07,58.19,63.35,67.96,54.54,63.81,4.17,3.14,4.75,4.25,1,1,West,Mobile
CUST_002781,Control,7.06,3.9,1.9,9.14,43.61,68.16,32.09,25.05,5.22,7.99,8.25,5.47,0,0,North,Desktop
CUST_000197,Control,137.76,150.83,162.71,180.27,36.26,55.41,65.83,63.1,6.15,3.96,5.94,4.78,0,1,West,Mobile
CUST_000743,Control,37.69,49.11,45.64,53.53,46.6,49.76,43.48,42.21,5.39,4.42,4.73,3.49,0,0,South,Mobile
CUST_008861,Treatment,37.11,24.72,30.22,23.3,33.83,41.03,42.69,40.87,3.74,4.85,0.25,0.0,0,0,South,Mobile
CUST_007594,Treatment,100.88,106.19,116.52,120.02,58.49,54.64,47.64,44.41,5.59,6.33,5.41,3.38,1,0,East,Desktop
CUST_009860,Treatment,0.0,11.97,13.68,11.03,73.03,53.44,68.72,66.29,5.26,6.69,6.58,5.31,0,0,West,Mobile
CUST_005403,Treatment,27.21,35.84,40.56,30.66,46.08,62.2,43.41,42.78,0.0,2.88,1.25,2.67,1,0,South,Desktop
CUST_000956,Control,60.74,80.95,70.55,83.6,50.82,47.75,50.35,50.08,8.62,5.71,4.01,8.98,0,0,South,Mobile
CUST_007824,Treatment,70.17,74.98,82.09,82.1,56.23,49.35,50.75,49.21,4.44,7.35,4.11,4.07,0,0,West,Tablet
CUST_003455,Control,13.54,17.51,17.82,24.2,49.02,46.38,46.7,49.29,3.99,4.82,2.68,5.61,0,0,North,Mobile
CUST_006854,Treatment,34.27,16.67,13.5,21.35,40.17,59.14,51.4,48.61,5.18,4.32,5.31,4.11,0,0,North,Desktop
CUST_007454,Treatment,32.86,54.7,46.52,34.03,45.21,43.72,48.68,39.07,4.78,4.82,6.04,3.45,0,0,West,Mobile
CUST_006502,Treatment,16.49,20.55,32.13,19.93,67.6,73.89,49.14,54.52,8.7,8.96,7.42,3.41,0,0,North,Tablet
CUST_005888,Treatment,90.11,72.75,96.98,94.76,52.05,62.57,47.44,50.01,0.0,0.21,0.0,0.92,0,0,West,Mobile
CUST_008404,Treatment,19.63,28.17,35.54,23.77,52.4,45.99,36.87,33.45,7.16,3.12,6.74,1.43,0,0,South,Mobile
CUST_006135,Treatment,63.17,50.97,64.75,58.91,53.47,32.47,43.22,46.21,5.19,5.76,4.92,5.69,0,1,South,Desktop
CUST_005688,Treatment,20.6,32.66,22.92,42.5,51.8,37.07,53.9,49.52,3.64,2.13,0.0,0.73,0,0,North,Desktop
CUST_007309,Treatment,33.02,17.26,40.99,26.19,64.5,62.77,64.25,66.24,2.52,1.15,2.66,1.93,0,0,South,Mobile
CUST_008340,Treatment,16.08,34.79,30.33,14.46,55.75,47.37,56.24,58.18,0.0,0.94,1.05,0.77,0,0,West,Desktop
CUST_001068,Control,36.2,49.48,44.13,35.02,51.48,55.97,54.13,61.69,3.68,2.89,3.51,2.18,0,1,West,Mobile
CUST_006998,Treatment,17.18,16.44,24.23,18.02,60.07,52.73,49.92,49.22,3.75,3.43,4.88,0.72,0,0,East,Mobile
CUST_009013,Treatment,54.34,55.29,72.51,67.19,39.12,45.11,46.3,52.99,5.7,5.64,4.52,2.97,0,0,West,Tablet
CUST_001679,Control,2.26,0.0,7.83,0.0,41.4,48.82,47.13,54.54,0.0,0.39,3.8,3.23,0,0,North,Mobile
CUST_005154,Treatment,31.59,32.71,39.72,40.07,53.96,46.19,50.02,49.24,6.14,6.32,5.13,5.89,0,0,East,Mobile
CUST_002630,Control,100.49,119.08,118.31,96.69,57.55,46.67,52.95,53.55,10.28,8.69,7.46,7.83,0,0,North,Desktop
CUST_000761,Control,89.82,85.44,76.46,93.39,39.26,47.72,41.4,39.39,8.0,4.39,8.72,5.23,0,1,West,Mobile
CUST_000979,Control,13.01,9.95,15.95,13.7,56.48,61.34,46.64,48.99,7.55,3.32,4.62,3.5,0,0,South,Tablet
CUST_006151,Treatment,34.52,50.09,49.77,45.86,58.33,65.2,58.45,53.68,5.13,5.92,5.29,5.64,0,1,East,Mobile
CUST_003114,Control,32.36,29.92,32.63,43.11,47.68,46.61,54.91,51.97,0.34,2.82,0.0,0.81,1,0,East,Tablet
CUST_005413,Treatment,7.62,28.07,19.28,20.77,51.61,50.73,38.75,41.03,6.88,8.22,5.93,8.2,0,0,West,Desktop
CUST_005085,Treatment,54.12,67.73,43.99,66.6,53.55,42.66,49.31,38.96,6.3,1.41,2.6,1.69,0,1,East,Desktop
CUST_003053,Control,12.09,11.03,11.96,11.4,44.0,63.91,56.8,61.63,4.96,5.29,2.56,2.11,0,0,North,Desktop
CUST_001796,Control,6.88,10.47,0.84,12.49,61.07,74.0,47.58,47.87,1.64,2.57,0.0,0.88,0,0,East,Desktop
CUST_008499,Treatment,24.88,6.66,7.48,4.21,41.99,52.97,39.18,42.96,3.75,4.14,2.54,3.59,1,1,South,Desktop
CUST_005662,Treatment,34.83,37.8,35.51,21.24,39.26,41.4,42.88,41.53,1.58,3.42,1.39,1.06,1,0,West,Desktop
CUST_005222,Treatment,36.32,41.38,24.83,25.53,38.2,63.04,50.96,53.08,5.67,5.64,6.85,6.08,0,1,South,Tablet
CUST_004502,Control,362.9,378.18,398.38,414.36,49.15,48.12,48.41,43.42,3.72,1.02,3.62,0.0,0,0,East,Desktop
CUST_005872,Treatment,0.0,18.57,10.35,14.42,44.81,56.42,49.08,49.09,5.87,6.52,6.54,4.67,0,0,South,Mobile
CUST_001083,Control,33.24,11.15,20.38,14.64,54.72,58.6,56.53,57.48,3.4,2.9,2.16,2.16,1,0,South,Tablet
CUST_006354,Treatment,111.94,116.51,150.34,149.39,36.42,57.31,41.45,41.76,5.45,4.31,3.56,4.1,0,0,East,Mobile
CUST_009111,Treatment,20.19,26.96,2.22,24.11,49.03,52.54,69.26,68.79,3.39,5.84,2.25,2.32,0,0,West,Tablet
CUST_004957,Control,16.58,35.47,29.04,14.35,48.22,43.69,39.27,37.57,5.61,1.56,1.37,0.55,0,0,West,Desktop
CUST_007810,Treatment,39.26,52.95,33.37,42.48,60.08,65.81,43.48,42.1,6.07,5.28,5.55,7.08,0,0,North,Tablet
CUST_003713,Control,23.48,25.55,12.84,19.01,57.4,25.97,54.08,51.06,2.88,1.84,0.0,0.0,1,1,North,Mobile
CUST_000484,Control,71.22,63.76,92.85,85.92,55.72,46.74,53.83,53.09,4.48,4.9,3.83,5.72,0,0,South,Desktop
CUST_004079,Control,59.85,49.85,54.53,44.96,50.85,33.49,49.48,47.13,3.69,4.33,4.3,2.08,0,0,North,Mobile
CUST_005073,Treatment,17.92,13.04,16.45,27.45,55.27,52.96,27.52,30.34,0.33,0.0,1.59,1.03,1,0,West,Desktop
CUST_000372,Control,12.64,4.67,6.12,9.27,44.16,28.26,42.96,39.08,3.39,3.8,3.05,2.97,1,0,South,Mobile
CUST_005779,Treatment,20.63,9.43,5.58,37.13,38.11,42.81,43.39,44.96,1.66,0.84,0.03,0.0,0,0,North,Mobile
CUST_006034,Treatment,77.13,91.51,90.87,107.59,51.99,54.25,50.47,49.51,0.1,0.15,2.08,1.44,0,1,South,Desktop
CUST_007102,Treatment,60.71,73.11,60.35,72.11,57.3,43.22,61.7,56.67,2.93,1.25,2.24,3.39,0,0,West,Desktop
CUST_004202,Control,16.05,26.94,34.64,25.32,42.77,54.8,56.79,57.09,3.45,1.88,3.51,3.94,0,0,West,Mobile
CUST_003734,Control,18.38,17.59,26.86,22.06,24.7,74.31,52.73,47.62,1.72,5.29,3.39,6.25,0,0,East,Desktop
CUST_009008,Treatment,0.0,4.01,16.14,0.0,39.42,51.42,42.46,49.2,5.49,2.37,0.27,3.98,0,0,East,Desktop
CUST_005363,Treatment,87.32,98.0,104.48,88.59,52.77,55.75,60.58,65.47,3.96,3.79,2.45,6.15,0,0,North,Desktop
CUST_009537,Treatment,58.36,51.09,45.07,68.41,48.76,27.64,48.99,64.61,3.3,2.68,0.42,1.46,0,0,South,Mobile
CUST_004876,Control,26.19,7.07,10.09,2.43,43.47,48.86,58.21,46.7,3.98,4.96,3.88,3.42,0,0,South,Desktop
CUST_002100,Control,46.4,32.39,50.33,37.72,68.64,36.55,46.03,47.79,2.53,1.1,2.52,2.14,0,0,South,Mobile
CUST_001077,Control,71.77,65.06,78.71,72.79,50.21,57.34,52.36,48.99,4.45,5.6,3.63,1.99,0,0,North,Mobile
CUST_002256,Control,18.23,10.02,16.84,10.68,51.66,32.84,40.29,36.68,5.44,1.33,5.55,1.09,0,0,East,Mobile
CUST_004854,Control,12.0,13.46,16.37,0.0,62.75,68.28,71.55,65.89,1.77,2.61,1.58,1.96,0,0,East,Mobile
CUST_007523,Treatment,17.1,19.57,11.71,17.53,47.69,60.22,54.95,58.74,1.49,2.78,0.09,2.82,0,1,North,Desktop
CUST_009213,Treatment,75.47,80.01,84.92,85.96,38.27,56.4,61.1,49.77,0.73,1.64,2.39,1.97,0,0,North,Mobile
CUST_002784,Control,0.0,6.23,4.29,0.0,24.52,44.84,51.84,49.91,3.66,2.29,2.87,0.0,1,0,South,Desktop
CUST_008287,Treatment,180.92,189.7,202.18,214.15,25.88,34.48,47.37,50.65,4.56,5.3,6.48,5.72,0,0,West,Mobile
CUST_008014,Treatment,12.61,16.34,18.93,4.97,61.5,61.52,45.21,44.95,3.09,3.46,6.46,4.44,0,0,South,Mobile
CUST_000526,Control,4.32,5.23,15.34,23.98,51.73,59.4,50.41,46.96,2.04,0.25,1.65,0.49,1,0,South,Tablet
CUST_001938,Control,52.32,53.69,47.93,47.49,74.95,54.04,52.09,51.69,0.0,0.0,0.0,2.66,0,0,South,Desktop
CUST_001955,Control,29.63,34.98,17.14,33.88,48.78,64.82,55.11,47.56,4.73,1.95,1.74,0.0,0,0,North,Mobile
CUST_002084,Control,66.08,75.02,91.13,93.35,54.07,47.7,44.07,46.77,5.44,5.34,5.89,3.47,0,0,East,Mobile
CUST_007013,Treatment,150.91,161.7,173.91,181.76,60.64,60.74,54.68,57.83,3.53,0.25,3.77,5.62,0,0,North,Desktop
CUST_001991,Control,38.42,31.58,28.98,34.17,60.66,60.55,54.35,53.23,0.44,0.97,1.4,1.21,0,0,South,Mobile
CUST_004276,Control,55.78,43.41,60.58,55.4,50.74,58.11,48.27,45.49,4.06,2.86,3.67,5.11,0,0,North,Desktop
CUST_002279,Control,16.95,7.71,8.13,16.58,54.47,44.89,44.98,53.55,7.33,7.08,8.22,5.02,0,0,East,Desktop
CUST_004911,Control,45.29,32.53,20.73,33.61,48.39,40.01,40.6,42.13,5.83,3.49,4.21,2.17,1,0,South,Mobile
CUST_005145,Treatment,25.84,41.15,15.16,24.09,63.17,39.61,44.53,48.87,0.99,5.45,3.11,1.32,0,1,North,Desktop
CUST_000020,Control,41.12,34.1,39.14,37.23,51.82,52.47,55.27,48.75,5.41,2.77,2.57,6.79,1,1,East,Mobile
CUST_000468,Control,21.29,26.7,41.95,26.13,64.94,35.58,63.5,73.44,1.42,2.53,3.53,2.07,0,0,South,Desktop
CUST_003746,Control,32.75,38.4,37.86,45.0,38.52,37.31,48.68,41.66,1.5,2.46,1.94,2.29,0,1,North,Desktop
CUST_001719,Control,15.31,13.46,23.48,18.17,47.96,45.0,30.68,28.23,7.18,4.4,4.76,3.08,0,0,South,Mobile
CUST_001037,Control,25.07,33.16,31.11,35.44,64.23,47.0,64.39,61.82,3.25,2.79,3.69,2.73,0,0,West,Mobile
CUST_002379,Control,36.05,36.62,37.85,42.97,58.92,52.55,48.4,42.67,7.95,6.89,3.64,7.02,1,1,South,Mobile
CUST_001235,Control,38.1,34.58,37.49,30.94,48.97,43.53,53.34,47.12,1.01,3.44,1.76,2.59,0,1,North,Mobile
CUST_004461,Control,10.47,0.0,13.42,2.95,73.68,42.4,59.53,63.04,4.01,2.61,1.41,3.12,0,0,South,Mobile
CUST_009071,Treatment,32.32,23.53,42.2,42.81,54.38,56.05,44.98,43.71,0.0,3.54,2.2,2.93,0,1,East,Desktop
