customer_id,group,revenue_pre_w1,revenue_pre_w2,revenue_pre_w3,revenue_post,engagement_tier,region,device_type,plan_type,tenure_months,new_customer
CUST_005478,Treatment,47.12,46.4,48.65,30.52,medium,South,Mobile,Basic,8,0
CUST_005479,Control,79.07,84.24,84.2,90.2,high,South,Desktop,Premium,25,0
CUST_005480,Treatment,30.1,30.13,26.04,36.72,medium,South,Mobile,Basic,9,0
CUST_005481,Treatment,28.32,35.25,43.69,14.51,low,West,Mobile,Basic,14,0
CUST_005482,Control,31.6,36.52,47.76,55.61,medium,East,Desktop,Basic,13,0
CUST_005483,Treatment,10.72,20.91,22.4,38.16,low,East,Desktop,Basic,21,0
CUST_005484,Treatment,43.83,52.53,46.35,56.91,medium,North,Desktop,Basic,13,0
CUST_005485,Control,24.05,16.16,31.27,21.57,medium,East,Mobile,Basic,60,0
CUST_005486,Treatment,183.48,189.37,201.09,227.04,high,South,Mobile,Premium,15,0
CUST_005487,Treatment,8.92,21.52,6.77,12.42,low,North,Mobile,Basic,7,0
CUST_005488,Treatment,37.54,37.13,37.91,28.54,low,West,Desktop,Premium,7,0
CUST_005489,Treatment,43.44,24.16,36.22,36.78,medium,East,Desktop,Basic,21,0
CUST_005490,Treatment,45.66,57.21,37.28,48.19,high,West,Desktop,Basic,5,1
CUST_005491,Treatment,42.49,73.74,60.75,75.91,high,East,Mobile,Basic,1,1
CUST_005492,Control,13.48,27.84,17.3,25.76,medium,South,Desktop,Basic,29,0
CUST_005493,Control,63.99,60.31,69.37,63.49,high,East,Mobile,Basic,3,1
CUST_005494,Control,56.81,66.39,49.28,66.8,medium,South,Mobile,Premium,24,0
CUST_005495,Control,14.99,17.75,20.89,26.43,low,North,Mobile,Basic,1,1
CUST_005496,Treatment,34.12,33.21,33.3,38.21,low,West,Tablet,Premium,1,1
CUST_005497,Control,98.06,119.32,108.36,112.2,high,West,Desktop,Premium,3,1
CUST_005498,Control,33.64,21.46,47.83,49.85,low,East,Tablet,Premium,55,0
CUST_005499,Control,51.13,36.76,48.28,48.85,high,East,Desktop,Basic,5,1
CUST_005500,Treatment,12.34,15.09,9.24,14.73,low,East,Desktop,Basic,2,1
CUST_005501,Control,10.46,37.62,14.81,13.74,low,West,Tablet,Basic,1,1
CUST_005502,Control,35.17,44.87,20.93,39.98,high,East,Mobile,Basic,6,0
CUST_005503,Treatment,19.61,19.51,32.27,18.58,medium,North,Desktop,Basic,7,0
CUST_005504,Treatment,42.74,76.82,68.52,73.79,medium,East,Mobile,Premium,12,0
CUST_005505,Control,44.94,38.37,37.79,33.8,low,West,Desktop,Premium,1,1
CUST_005506,Treatment,54.03,59.68,45.93,53.17,medium,South,Mobile,Premium,6,0
CUST_005507,Treatment,52.76,45.06,45.5,54.16,medium,West,Mobile,Basic,2,1
CUST_005508,Control,36.17,45.23,52.95,45.72,medium,East,Desktop,Basic,23,0
CUST_005509,Treatment,22.65,27.3,25.69,26.59,medium,East,Mobile,Basic,8,0
CUST_005510,Control,40.57,42.48,32.19,60.31,medium,North,Desktop,Premium,4,1
CUST_005511,Treatment,27.67,31.11,23.21,24.64,medium,West,Mobile,Basic,15,0
CUST_005512,Control,79.02,63.72,72.84,74.59,medium,North,Tablet,Premium,3,1
CUST_005513,Control,45.22,62.1,74.83,76.48,medium,North,Desktop,Premium,5,1
CUST_005514,Treatment,58.66,49.4,57.76,65.65,medium,East,Desktop,Premium,19,0
CUST_005515,Treatment,62.6,59.99,73.13,75.15,medium,South,Desktop,Premium,3,1
CUST_005516,Control,2.21,1.43,3.82,8.78,medium,North,Mobile,Basic,7,0
CUST_005517,Control,62.81,64.12,73.06,80.72,medium,North,Tablet,Premium,41,0
CUST_005518,Control,46.81,46.99,58.34,50.39,medium,East,Mobile,Premium,1,1
CUST_005519,Treatment,37.12,35.53,23.73,37.66,medium,West,Mobile,Basic,6,0
CUST_005520,Control,16.52,23.01,29.09,24.64,medium,West,Mobile,Basic,60,0
CUST_005521,Control,41.82,37.21,37.43,24.18,medium,West,Desktop,Premium,3,1
CUST_005522,Treatment,29.15,19.13,15.88,38.58,low,North,Desktop,Basic,25,0
CUST_005523,Treatment,25.79,30.7,30.59,40.28,low,West,Desktop,Basic,9,0
CUST_005524,Control,40.56,35.44,45.71,35.53,high,North,Desktop,Basic,3,1
CUST_005525,Control,12.11,15.99,14.91,24.35,low,West,Desktop,Basic,13,0
CUST_005526,Treatment,43.78,40.59,57.72,41.06,medium,North,Tablet,Basic,8,0
CUST_005527,Treatment,72.08,69.53,79.15,80.02,medium,South,Desktop,Premium,39,0
CUST_005528,Control,20.92,29.11,15.96,26.17,medium,East,Desktop,Basic,51,0
CUST_005529,Control,32.02,24.22,38.58,25.13,medium,East,Desktop,Basic,12,0
CUST_005530,Control,65.77,55.7,57.36,81.33,medium,West,Tablet,Premium,22,0
CUST_005531,Treatment,26.6,39.84,40.06,47.65,medium,West,Desktop,Basic,2,1
CUST_005532,Control,30.92,25.7,16.05,19.07,low,East,Desktop,Basic,1,1
CUST_005533,Treatment,96.26,89.88,102.71,111.47,medium,East,Desktop,Enterprise,1,1
CUST_005534,Control,44.44,40.78,47.29,37.98,high,East,Desktop,Premium,3,1
CUST_005535,Treatment,28.52,52.18,58.24,54.78,medium,West,Desktop,Basic,4,1
CUST_005536,Control,26.21,36.7,27.8,26.65,medium,West,Mobile,Basic,13,0
CUST_005537,Treatment,123.36,141.32,138.38,138.82,medium,East,Desktop,Enterprise,23,0
CUST_005538,Control,10.64,14.44,27.12,35.03,medium,East,Desktop,Basic,5,1
CUST_005539,Control,41.42,32.73,30.15,43.37,low,South,Desktop,Basic,1,1
CUST_005540,Control,35.27,19.67,22.94,31.09,medium,North,Mobile,Basic,14,0
CUST_005541,Treatment,26.13,38.54,15.18,32.24,high,South,Mobile,Basic,60,0
CUST_005542,Treatment,12.69,11.79,12.44,31.83,low,North,Desktop,Basic,14,0
CUST_005543,Treatment,45.07,59.56,50.17,54.75,low,West,Mobile,Enterprise,7,0
CUST_005544,Treatment,73.18,64.16,60.69,72.04,medium,East,Desktop,Premium,8,0
CUST_005545,Control,75.14,64.9,65.52,64.47,high,West,Mobile,Basic,2,1
CUST_005546,Treatment,5.49,9.73,30.23,23.27,medium,East,Mobile,Basic,2,1
CUST_005547,Treatment,36.15,43.13,35.63,37.43,low,West,Tablet,Premium,23,0
CUST_005548,Treatment,78.24,75.25,59.97,68.99,low,North,Tablet,Premium,3,1
CUST_005549,Control,104.07,108.57,126.99,118.43,high,South,Mobile,Premium,1,1
CUST_005550,Control,42.11,36.46,44.8,55.61,medium,West,Mobile,Basic,3,1
CUST_005551,Treatment,11.46,22.72,14.41,19.11,low,South,Mobile,Basic,19,0
CUST_005552,Control,40.1,6.97,20.03,15.36,medium,East,Mobile,Basic,1,1
CUST_005553,Control,74.82,73.25,86.82,61.06,medium,East,Mobile,Premium,11,0
CUST_005554,Treatment,26.55,33.64,34.29,34.91,low,West,Desktop,Basic,45,0
CUST_005555,Treatment,24.1,31.4,44.48,29.55,medium,East,Mobile,Basic,18,0
CUST_005556,Treatment,96.15,91.69,90.29,88.95,medium,West,Desktop,Enterprise,1,1
CUST_005557,Treatment,19.2,33.13,32.03,50.23,medium,East,Mobile,Basic,1,1
CUST_005558,Control,62.51,63.32,78.26,59.7,medium,North,Desktop,Premium,1,1
CUST_005559,Control,16.89,12.28,24.84,18.34,low,South,Desktop,Basic,14,0
CUST_005560,Treatment,28.74,46.48,44.38,47.42,low,West,Tablet,Premium,8,0
CUST_005561,Control,24.73,29.4,30.65,31.19,medium,West,Tablet,Basic,36,0
CUST_005562,Treatment,39.81,28.7,31.28,23.08,low,West,Mobile,Premium,2,1
CUST_005563,Treatment,64.44,52.49,71.51,68.36,low,East,Mobile,Enterprise,4,1
CUST_005564,Treatment,35.4,59.53,44.81,48.05,low,East,Desktop,Premium,2,1
CUST_005565,Control,251.67,256.01,263.47,276.19,medium,South,Tablet,Enterprise,3,1
CUST_005566,Treatment,55.54,45.55,67.31,44.87,low,East,Mobile,Enterprise,2,1
CUST_005567,Control,63.41,43.6,68.71,53.05,medium,East,Desktop,Basic,1,1
CUST_005568,Control,35.3,34.16,29.61,32.24,medium,East,Desktop,Basic,60,0
CUST_005569,Control,92.03,84.23,98.26,100.03,low,North,Mobile,Enterprise,17,0
CUST_005570,Treatment,5.1,21.05,13.47,5.49,low,East,Mobile,Basic,22,0
CUST_005571,Treatment,3.94,10.74,30.82,18.88,medium,East,Tablet,Basic,14,0
CUST_005572,Treatment,50.3,66.58,74.43,96.15,medium,South,Mobile,Premium,15,0
CUST_005573,Treatment,78.06,75.88,81.62,98.32,high,South,Desktop,Premium,1,1
CUST_005574,Treatment,105.85,107.38,93.8,98.75,low,West,Desktop,Enterprise,9,0
CUST_005575,Control,45.24,53.88,47.69,45.8,low,South,Desktop,Premium,35,0
CUST_005576,Control,57.21,61.95,63.2,62.5,medium,West,Mobile,Basic,3,1
CUST_005577,Control,54.42,63.38,63.05,68.07,medium,East,Mobile,Enterprise,3,1
CUST_005578,Treatment,36.55,35.82,39.3,48.53,medium,North,Desktop,Basic,5,1
CUST_005579,Control,48.47,56.7,64.62,68.66,medium,East,Desktop,Premium,10,0
CUST_005580,Treatment,125.09,143.66,138.6,159.91,high,North,Desktop,Enterprise,13,0
CUST_005581,Control,35.77,25.37,37.29,41.55,high,East,Mobile,Basic,4,1
CUST_005582,Control,158.0,166.27,161.67,166.14,high,West,Mobile,Premium,5,1
CUST_005583,Treatment,20.22,39.43,35.45,25.34,medium,North,Mobile,Basic,2,1
CUST_005584,Treatment,39.02,19.8,45.31,29.31,medium,South,Desktop,Basic,60,0
CUST_005585,Control,118.57,140.01,130.72,139.8,low,South,Desktop,Enterprise,5,1
CUST_005586,Treatment,63.64,54.47,48.29,73.27,high,West,Mobile,Basic,24,0
CUST_005587,Treatment,19.02,42.94,40.37,44.72,low,East,Desktop,Premium,38,0
CUST_005588,Control,218.49,223.55,222.25,263.83,high,East,Desktop,Enterprise,6,0
CUST_005589,Treatment,17.63,21.22,33.26,21.82,medium,West,Desktop,Basic,60,0
CUST_005590,Control,30.19,36.12,47.25,32.54,low,West,Mobile,Basic,15,0
CUST_005591,Control,33.92,39.85,29.68,36.07,medium,North,Tablet,Basic,33,0
CUST_005592,Treatment,22.78,23.02,20.12,19.84,medium,West,Mobile,Basic,23,0
CUST_005593,Treatment,148.29,154.17,155.26,177.97,high,East,Desktop,Premium,25,0
CUST_005594,Treatment,83.21,72.37,80.58,100.61,medium,West,Mobile,Enterprise,24,0
CUST_005595,Treatment,44.86,24.66,49.5,30.76,medium,West,Mobile,Basic,4,1
CUST_005596,Control,27.62,37.0,34.67,16.89,medium,North,Desktop,Basic,10,0
CUST_005597,Control,183.35,194.44,215.09,203.24,medium,South,Mobile,Enterprise,42,0
CUST_005598,Control,46.87,69.37,60.0,52.2,medium,North,Mobile,Premium,2,1
CUST_005599,Control,59.7,58.75,48.21,58.44,high,South,Desktop,Basic,24,0
CUST_005600,Control,48.27,25.23,49.85,46.04,medium,East,Tablet,Premium,1,1
CUST_005601,Treatment,85.79,70.06,82.13,83.29,medium,West,Desktop,Premium,7,0
CUST_005602,Control,49.75,63.58,63.51,57.32,medium,South,Desktop,Premium,11,0
CUST_005603,Treatment,58.9,63.93,66.35,46.73,low,West,Mobile,Premium,10,0
CUST_005604,Treatment,56.56,45.26,32.56,55.77,low,South,Mobile,Premium,32,0
CUST_005605,Treatment,34.0,25.52,45.31,48.5,low,West,Desktop,Premium,10,0
CUST_005606,Treatment,54.2,48.27,59.33,53.48,low,North,Desktop,Premium,29,0
CUST_005607,Control,38.32,39.87,40.89,41.74,low,South,Mobile,Premium,18,0
CUST_005608,Treatment,29.62,34.35,38.09,36.86,medium,North,Desktop,Basic,23,0
CUST_005609,Treatment,23.22,15.97,16.27,20.94,medium,East,Mobile,Basic,1,1
CUST_005610,Control,25.66,24.54,24.03,28.81,low,West,Desktop,Basic,33,0
CUST_005611,Control,24.25,32.38,46.65,42.47,medium,East,Desktop,Basic,3,1
CUST_005612,Treatment,119.93,124.14,128.53,150.02,high,North,Mobile,Premium,15,0
CUST_005613,Treatment,37.25,36.54,40.77,35.95,medium,West,Desktop,Basic,1,1
CUST_005614,Control,60.71,42.97,28.4,53.24,medium,South,Mobile,Basic,28,0
CUST_005615,Treatment,23.17,21.67,25.0,27.24,medium,East,Tablet,Basic,22,0
CUST_005616,Control,31.16,32.99,30.04,40.96,medium,North,Desktop,Basic,42,0
CUST_005617,Control,36.29,43.2,49.57,52.52,low,North,Mobile,Premium,1,1
CUST_005618,Control,51.7,57.46,59.03,60.64,medium,West,Desktop,Premium,13,0
CUST_005619,Treatment,30.69,47.12,48.14,45.66,medium,East,Mobile,Basic,2,1
CUST_005620,Treatment,38.54,53.86,45.63,65.89,high,North,Mobile,Basic,7,0
CUST_005621,Control,42.01,43.51,46.44,28.94,medium,East,Desktop,Basic,2,1
CUST_005622,Treatment,54.75,29.66,57.78,49.83,medium,South,Desktop,Premium,1,1
CUST_005623,Control,229.47,210.33,229.59,246.45,high,East,Desktop,Enterprise,42,0
CUST_005624,Control,19.67,14.66,10.16,19.53,low,North,Desktop,Basic,1,1
CUST_005625,Treatment,121.73,115.93,109.65,114.08,low,West,Desktop,Enterprise,24,0
CUST_005626,Control,12.98,32.06,12.82,20.92,low,East,Mobile,Basic,1,1
CUST_005627,Treatment,65.9,85.29,88.86,47.61,low,West,Desktop,Enterprise,3,1
CUST_005628,Control,81.71,84.3,84.83,89.61,low,East,Desktop,Enterprise,46,0
CUST_005629,Treatment,126.32,111.9,136.39,146.61,medium,East,Desktop,Premium,23,0
CUST_005630,Control,30.54,22.25,46.79,21.49,high,West,Desktop,Basic,28,0
CUST_005631,Control,25.36,36.19,34.95,58.35,low,South,Mobile,Premium,23,0
CUST_005632,Control,45.11,44.32,40.15,56.62,medium,West,Desktop,Premium,1,1
CUST_005633,Control,79.24,70.27,80.4,80.39,high,East,Mobile,Premium,7,0
CUST_005634,Treatment,61.76,47.25,64.22,70.57,medium,West,Mobile,Premium,2,1
CUST_005635,Treatment,29.04,28.52,17.33,34.35,low,West,Mobile,Basic,2,1
CUST_005636,Control,33.78,17.55,32.86,37.71,high,West,Mobile,Basic,7,0
CUST_005637,Treatment,4.32,19.08,23.65,26.44,medium,South,Desktop,Basic,11,0
CUST_005638,Control,26.97,18.46,23.99,21.09,medium,West,Mobile,Basic,24,0
CUST_005639,Treatment,62.09,53.75,47.32,56.12,low,East,Desktop,Premium,20,0
CUST_005640,Treatment,85.81,99.0,98.45,119.52,high,East,Mobile,Premium,6,0
CUST_005641,Treatment,69.16,58.1,81.21,82.78,medium,North,Desktop,Premium,1,1
CUST_005642,Control,41.44,47.18,62.36,56.95,low,East,Desktop,Premium,2,1
CUST_005643,Control,85.43,108.75,84.59,90.13,low,South,Desktop,Enterprise,24,0
CUST_005644,Treatment,47.86,32.03,37.11,54.85,medium,West,Desktop,Basic,23,0
CUST_005645,Treatment,133.37,111.08,134.94,151.38,medium,East,Desktop,Enterprise,3,1
CUST_005646,Control,18.09,21.73,22.4,23.91,medium,North,Desktop,Basic,26,0
CUST_005647,Control,16.26,37.46,45.2,55.52,medium,West,Desktop,Basic,17,0
CUST_005648,Control,21.16,45.19,42.94,35.31,low,North,Desktop,Premium,14,0
CUST_005649,Treatment,32.88,20.5,24.03,38.9,medium,West,Mobile,Basic,11,0
CUST_005650,Treatment,19.66,33.29,8.64,30.57,low,East,Desktop,Basic,12,0
CUST_005651,Treatment,18.88,23.59,25.82,27.62,low,East,Mobile,Basic,46,0
CUST_005652,Treatment,37.45,21.06,24.29,26.98,medium,East,Tablet,Basic,39,0
CUST_005653,Control,20.66,17.42,14.0,8.45,low,East,Desktop,Basic,19,0
CUST_005654,Control,102.67,110.15,124.2,119.86,low,West,Mobile,Enterprise,8,0
CUST_005655,Control,57.39,45.86,52.89,49.68,medium,West,Mobile,Premium,1,1
CUST_005656,Treatment,42.12,60.47,35.8,52.98,medium,West,Mobile,Basic,1,1
CUST_005657,Control,72.84,68.37,65.1,65.04,high,South,Desktop,Basic,8,0
CUST_005658,Treatment,47.54,51.78,45.26,51.96,low,South,Desktop,Premium,1,1
CUST_005659,Control,147.04,134.1,150.98,158.26,high,East,Desktop,Enterprise,14,0
CUST_005660,Control,31.12,18.14,32.45,24.0,low,South,Tablet,Basic,10,0
CUST_005661,Treatment,8.2,0.0,7.94,6.24,low,North,Tablet,Basic,11,0
CUST_005662,Treatment,50.85,57.02,64.07,70.0,medium,East,Desktop,Basic,5,1
CUST_005663,Treatment,10.29,25.74,31.38,36.49,low,South,Mobile,Basic,5,1
CUST_005664,Control,48.86,41.92,55.97,32.04,medium,North,Desktop,Basic,12,0
CUST_005665,Control,19.69,20.46,29.95,46.6,high,West,Desktop,Basic,2,1
CUST_005666,Control,24.92,38.78,23.65,32.33,medium,West,Desktop,Basic,6,0
CUST_005667,Control,93.88,86.45,90.32,94.91,low,East,Mobile,Enterprise,13,0
CUST_005668,Treatment,37.01,43.0,40.5,41.87,high,East,Desktop,Basic,16,0
CUST_005669,Treatment,20.23,48.73,31.6,33.36,low,West,Desktop,Premium,4,1
CUST_005670,Control,15.39,30.6,21.71,50.02,medium,West,Mobile,Basic,17,0
CUST_005671,Control,30.77,33.28,39.71,38.63,low,South,Mobile,Basic,24,0
CUST_005672,Treatment,107.71,115.08,113.31,142.1,high,East,Mobile,Premium,12,0
CUST_005673,Treatment,7.36,15.03,31.62,22.73,medium,North,Mobile,Basic,1,1
CUST_005674,Treatment,21.53,29.98,38.04,22.48,low,South,Desktop,Basic,8,0
CUST_005675,Treatment,11.19,1.26,35.16,24.92,low,North,Mobile,Basic,1,1
CUST_005676,Treatment,23.98,31.17,17.57,44.18,low,North,Mobile,Basic,7,0
CUST_005677,Treatment,41.64,27.74,44.48,54.79,high,West,Mobile,Basic,12,0
CUST_005678,Treatment,114.88,109.82,102.0,123.89,medium,North,Mobile,Enterprise,9,0
CUST_005679,Control,50.86,65.72,75.43,60.16,low,South,Mobile,Premium,11,0
CUST_005680,Control,73.32,96.7,87.65,97.02,high,North,Mobile,Premium,14,0
CUST_005681,Treatment,34.16,22.75,2.15,25.51,medium,East,Mobile,Basic,37,0
CUST_005682,Control,64.75,70.2,81.34,75.07,low,North,Desktop,Enterprise,13,0
CUST_005683,Treatment,66.79,80.4,70.37,84.08,medium,West,Mobile,Premium,1,1
CUST_005684,Treatment,21.6,26.9,19.74,24.59,low,North,Mobile,Premium,2,1
CUST_005685,Treatment,18.97,34.32,15.8,20.25,low,East,Desktop,Basic,60,0
CUST_005686,Treatment,32.44,32.89,28.0,30.91,high,North,Tablet,Basic,1,1
CUST_005687,Treatment,21.64,16.5,14.31,17.09,low,North,Desktop,Basic,45,0
CUST_005688,Treatment,59.89,65.46,66.64,80.18,medium,North,Desktop,Premium,22,0
CUST_005689,Control,83.51,89.63,103.89,107.01,low,South,Mobile,Enterprise,10,0
CUST_005690,Control,74.19,76.89,76.52,73.74,medium,South,Mobile,Premium,18,0
CUST_005691,Control,20.78,29.51,20.42,35.14,low,East,Mobile,Basic,27,0
CUST_005692,Control,88.38,74.9,78.54,87.83,low,North,Desktop,Enterprise,15,0
CUST_005693,Control,23.7,34.14,39.77,29.7,medium,North,Desktop,Premium,1,1
CUST_005694,Treatment,107.39,111.06,115.16,118.62,medium,West,Mobile,Enterprise,8,0
CUST_005695,Control,38.63,51.82,55.98,48.84,high,South,Desktop,Basic,12,0
CUST_005696,Control,109.76,125.19,132.09,123.13,medium,North,Mobile,Enterprise,28,0
CUST_005697,Control,28.16,12.38,12.7,31.17,medium,West,Mobile,Basic,60,0
CUST_005698,Control,52.86,46.8,38.25,46.51,high,North,Desktop,Basic,7,0
CUST_005699,Treatment,32.66,36.25,44.74,34.64,medium,West,Desktop,Basic,14,0
CUST_005700,Treatment,36.51,33.73,38.39,37.86,high,East,Desktop,Basic,7,0
CUST_005701,Control,40.17,25.64,19.75,36.51,medium,East,Mobile,Basic,21,0
CUST_005702,Control,65.24,61.66,56.06,54.32,low,West,Mobile,Premium,51,0
CUST_005703,Treatment,39.56,30.47,30.17,40.1,medium,South,Desktop,Basic,5,1
CUST_005704,Control,21.31,21.53,28.07,15.29,low,East,Desktop,Basic,1,1
CUST_005705,Control,19.68,15.66,24.12,11.84,low,North,Mobile,Basic,46,0
CUST_005706,Treatment,35.86,39.18,27.82,53.6,high,West,Desktop,Basic,17,0
CUST_005707,Treatment,32.26,50.16,44.75,48.7,medium,North,Desktop,Premium,7,0
CUST_005708,Treatment,70.08,80.56,76.18,70.89,medium,West,Desktop,Premium,36,0
CUST_005709,Control,27.47,33.04,27.17,23.19,low,South,Tablet,Basic,1,1
CUST_005710,Control,39.15,40.31,30.73,55.11,medium,East,Desktop,Basic,2,1
CUST_005711,Treatment,152.59,176.72,174.63,211.73,high,North,Mobile,Enterprise,28,0
CUST_005712,Treatment,40.41,48.86,38.08,63.09,medium,North,Desktop,Premium,46,0
CUST_005713,Treatment,15.08,13.58,9.17,25.28,low,West,Mobile,Basic,11,0
CUST_005714,Treatment,123.83,128.4,123.88,136.13,medium,South,Desktop,Enterprise,2,1
CUST_005715,Treatment,46.06,41.98,40.2,44.02,low,North,Mobile,Basic,3,1
CUST_005716,Treatment,23.67,35.7,24.39,33.28,low,West,Tablet,Premium,7,0
CUST_005717,Control,24.91,26.55,28.84,37.64,low,West,Desktop,Basic,1,1
CUST_005718,Treatment,13.44,16.37,15.9,34.23,medium,North,Desktop,Basic,46,0
CUST_005719,Treatment,41.45,65.39,61.08,91.49,medium,East,Desktop,Premium,1,1
CUST_005720,Treatment,45.91,30.55,44.14,44.56,medium,North,Desktop,Basic,6,0
CUST_005721,Treatment,27.9,34.44,46.63,42.03,medium,East,Desktop,Premium,28,0
CUST_005722,Control,98.93,116.8,113.22,129.1,high,South,Desktop,Premium,7,0
CUST_005723,Treatment,69.37,76.81,69.15,72.32,high,North,Desktop,Premium,12,0
CUST_005724,Control,42.69,49.12,38.02,40.42,high,East,Desktop,Basic,36,0
CUST_005725,Treatment,62.21,61.88,86.18,66.49,medium,South,Mobile,Premium,4,1
CUST_005726,Treatment,53.85,98.92,69.82,72.1,medium,East,Mobile,Premium,7,0
CUST_005727,Control,105.01,103.69,100.27,116.81,high,West,Mobile,Premium,10,0
CUST_005728,Treatment,55.81,62.55,52.94,57.71,high,North,Desktop,Basic,25,0
CUST_005729,Treatment,28.67,40.25,47.69,41.09,medium,North,Mobile,Basic,31,0
CUST_005730,Treatment,14.36,14.01,23.51,31.41,low,West,Desktop,Basic,1,1
CUST_005731,Control,64.4,86.12,63.27,75.68,medium,South,Desktop,Enterprise,5,1
CUST_005732,Control,7.16,22.07,30.96,11.35,medium,East,Desktop,Basic,13,0
CUST_005733,Control,28.39,20.37,35.0,30.52,medium,West,Desktop,Basic,1,1
CUST_005734,Control,34.66,35.42,17.11,14.8,medium,South,Mobile,Basic,15,0
CUST_005735,Control,47.62,50.6,44.86,55.17,high,East,Desktop,Basic,8,0
CUST_005736,Treatment,206.13,203.26,198.79,240.81,high,North,Mobile,Enterprise,8,0
CUST_005737,Control,59.34,59.62,58.61,44.42,high,South,Mobile,Basic,1,1
CUST_005738,Treatment,48.03,60.73,34.26,54.49,high,West,Mobile,Basic,11,0
CUST_005739,Treatment,23.15,36.42,32.13,8.17,medium,South,Mobile,Basic,6,0
CUST_005740,Control,15.65,22.83,25.49,21.02,low,East,Desktop,Basic,7,0
CUST_005741,Treatment,72.26,77.78,84.17,107.41,high,West,Tablet,Basic,27,0
CUST_005742,Treatment,17.97,27.2,29.11,24.73,medium,East,Tablet,Basic,4,1
CUST_005743,Control,30.78,32.42,37.5,43.63,low,North,Mobile,Basic,9,0
CUST_005744,Treatment,84.5,90.38,77.08,106.95,medium,East,Mobile,Premium,8,0
CUST_005745,Treatment,11.35,10.16,20.09,21.93,low,West,Mobile,Basic,2,1
CUST_005746,Treatment,29.7,51.64,59.74,47.42,low,West,Desktop,Basic,13,0
CUST_005747,Control,24.41,47.08,15.96,34.97,medium,West,Mobile,Basic,2,1
CUST_005748,Control,62.41,43.8,55.35,60.73,low,East,Mobile,Premium,1,1
CUST_005749,Treatment,43.93,51.73,62.56,79.24,medium,West,Desktop,Premium,7,0
CUST_005750,Control,32.13,28.1,29.18,25.21,medium,West,Tablet,Basic,5,1
CUST_005751,Treatment,25.26,26.38,29.96,40.62,medium,North,Desktop,Basic,5,1
CUST_005752,Treatment,30.78,51.57,46.41,45.4,high,North,Mobile,Basic,1,1
CUST_005753,Control,72.02,75.48,78.0,61.45,medium,North,Desktop,Premium,10,0
CUST_005754,Treatment,33.16,42.38,33.51,32.95,medium,East,Desktop,Basic,21,0
CUST_005755,Treatment,201.72,200.73,208.02,252.7,high,East,Desktop,Enterprise,42,0
CUST_005756,Control,140.64,152.34,145.56,147.93,high,West,Mobile,Enterprise,37,0
CUST_005757,Control,56.82,56.16,48.98,73.11,low,West,Desktop,Enterprise,35,0
CUST_005758,Treatment,67.63,79.16,86.02,80.14,high,West,Mobile,Premium,1,1
CUST_005759,Treatment,21.75,27.92,24.07,29.79,low,South,Mobile,Basic,57,0
CUST_005760,Treatment,34.0,55.15,36.05,41.69,medium,East,Mobile,Basic,3,1
CUST_005761,Control,36.03,48.16,41.16,32.32,medium,South,Tablet,Basic,33,0
CUST_005762,Treatment,40.9,49.24,44.24,45.63,medium,North,Desktop,Basic,4,1
CUST_005763,Control,50.98,53.87,65.75,54.93,low,West,Mobile,Enterprise,12,0
CUST_005764,Control,109.11,106.19,95.4,102.91,medium,North,Desktop,Enterprise,1,1
CUST_005765,Treatment,101.13,88.91,97.41,108.69,low,North,Tablet,Enterprise,49,0
CUST_005766,Control,30.46,31.35,19.61,33.15,medium,West,Desktop,Basic,34,0
CUST_005767,Treatment,22.75,19.75,33.45,30.54,low,West,Desktop,Basic,11,0
CUST_005768,Treatment,119.79,122.27,123.78,126.98,medium,South,Desktop,Enterprise,19,0
CUST_005769,Control,75.77,67.58,78.66,57.16,medium,West,Desktop,Premium,6,0
CUST_005770,Treatment,12.83,30.33,24.47,37.45,medium,West,Desktop,Basic,12,0
CUST_005771,Treatment,21.43,33.1,35.16,39.54,low,East,Desktop,Premium,24,0
CUST_005772,Control,25.68,34.64,35.77,42.09,medium,South,Desktop,Basic,5,1
CUST_005773,Control,46.71,30.84,42.33,59.61,low,West,Tablet,Premium,10,0
CUST_005774,Treatment,58.39,63.69,76.87,95.15,high,East,Mobile,Basic,12,0
CUST_005775,Control,40.74,35.92,43.88,54.78,medium,South,Desktop,Premium,17,0
CUST_005776,Treatment,124.28,122.02,116.46,146.1,medium,East,Desktop,Enterprise,19,0
CUST_005777,Treatment,64.95,62.01,75.72,70.23,low,North,Mobile,Premium,13,0
CUST_005778,Treatment,32.87,27.3,38.26,39.58,medium,East,Mobile,Basic,11,0
CUST_005779,Treatment,25.69,42.78,36.98,41.94,medium,South,Desktop,Premium,12,0
CUST_005780,Treatment,15.92,17.07,6.19,7.77,low,North,Mobile,Basic,14,0
CUST_005781,Treatment,46.69,35.54,40.27,29.05,low,East,Desktop,Premium,16,0
CUST_005782,Control,25.03,19.25,8.1,9.29,low,East,Desktop,Basic,7,0
CUST_005783,Control,32.16,39.28,37.78,44.83,high,West,Desktop,Basic,8,0
CUST_005784,Control,46.26,50.68,52.28,61.16,high,South,Desktop,Basic,7,0
CUST_005785,Control,42.28,51.6,50.08,39.54,high,South,Mobile,Basic,1,1
CUST_005786,Treatment,41.57,55.54,34.35,55.41,high,West,Tablet,Basic,30,0
CUST_005787,Control,161.07,167.57,160.35,173.92,high,East,Mobile,Enterprise,4,1
